9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04,9.851162790697671756e-01,9.302325581395347190e-04,9.302325581395347190e-04,9.302325581395347190e-04
