9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.276437847866420526e-04,9.823747680890538847e-01
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.823747680890534406e-01,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04,9.276437847866416189e-04
