9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
8.455802251279952164e-02,9.144994704183974088e-01,9.425070688030159991e-04
8.455802251279952164e-02,9.144994704183974088e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
8.455802251279952164e-02,9.144994704183974088e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
2.487656505305092889e-03,9.965698364258918085e-01,9.425070688030159991e-04
7.737939579554650171e-01,2.252635349757317884e-01,9.425070688030157823e-04
1.494902610644659527e-02,9.841084668247503942e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.884711350127289853e-01,1.058635791846809955e-02,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.977697925139744628e-01,1.287700417222509058e-03,9.425070688030159991e-04
9.534830728198864236e-01,4.557442011131061788e-02,9.425070688030162160e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.425070688030159991e-04,9.981149858623938886e-01
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
9.981149858623938886e-01,9.425070688030159991e-04,9.425070688030159991e-04
2.487656505305092889e-03,9.965698364258918085e-01,9.425070688030159991e-04
9.425070688030159991e-04,9.981149858623938886e-01,9.425070688030159991e-04
