9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.832869080779941262e-01,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04,9.285051067780870655e-04
