1.083300236348712191e-02,9.407486968096903917e-04,9.407486968096903917e-04,9.407486968096903917e-04,9.863447515460838089e-01
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.926458520464809254e-01,9.407337723424269047e-04,4.531946636491751904e-03,9.407337723424269047e-04,9.407337723424269047e-04
9.728807208239843574e-01,9.407337723424269047e-04,2.429707785898818986e-02,9.407337723424269047e-04,9.407337723424269047e-04
9.728807208239843574e-01,9.407337723424269047e-04,2.429707785898818986e-02,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424269047e-04,9.761978249108389516e-01,9.407337723424269047e-04,2.097997377213364767e-02,9.407337723424269047e-04
9.407337723424269047e-04,9.761978249108389516e-01,9.407337723424269047e-04,2.097997377213364767e-02,9.407337723424269047e-04
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01
9.407337723424269047e-04,9.962370649106300213e-01,9.407337723424269047e-04,9.407337723424269047e-04,9.407337723424269047e-04
9.407337723424271216e-04,9.407337723424271216e-04,9.407337723424271216e-04,9.962370649106302434e-01,9.407337723424271216e-04
