9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04
9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.925023430178069317e-01
9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.925023430178069317e-01
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.925023430178069317e-01
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.372071227741331050e-04,9.925023430178069317e-01
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04,9.925023430178067096e-01,9.372071227741328881e-04,9.372071227741328881e-04,9.372071227741328881e-04
