9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.345794392523363789e-04,9.897196261682241758e-01,9.345794392523363789e-04,9.345794392523363789e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.897196261682239538e-01,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04,9.345794392523361620e-04
