9.398496240601502153e-04,9.953007518796990194e-01,9.398496240601502153e-04,9.398496240601502153e-04,9.398496240601502153e-04,9.398496240601502153e-04
9.398496240601502153e-04,9.398496240601502153e-04,9.953007518796990194e-01,9.398496240601502153e-04,9.398496240601502153e-04,9.398496240601502153e-04
9.398496240601502153e-04,9.398496240601502153e-04,9.953007518796990194e-01,9.398496240601502153e-04,9.398496240601502153e-04,9.398496240601502153e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601502153e-04,9.398496240601502153e-04,9.953007518796990194e-01,9.398496240601502153e-04,9.398496240601502153e-04,9.398496240601502153e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.398496240601504322e-04,9.953007518796992414e-01,9.398496240601504322e-04
