4.086462157757745142e-03,9.363372821065604193e-04,9.363372821065604193e-04,9.363372821065604193e-04,9.363372821065604193e-04,9.363372821065604193e-04,9.363372821065604193e-04,9.884228395853896787e-01,9.363372821065604193e-04,9.363372821065604193e-04
9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.363295880149812836e-04,9.915730337078650924e-01
9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.915730337078648704e-01,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04,9.363295880149810667e-04
