9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04
9.380863039399623673e-04,9.380863039399623673e-04,9.934333958724200775e-01,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04,9.380863039399623673e-04
