9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.878731343283581046e-01,9.328358208955223703e-04
9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.878731343283581046e-01,9.328358208955223703e-04
9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.878731343283581046e-01,9.328358208955223703e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.878731343283577715e-01,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04,9.328358208955219366e-04
9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.328358208955223703e-04,9.878731343283581046e-01,9.328358208955223703e-04
