"V1"	"V2"
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.999056603773585	0.000943396226415094
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
0.000943396226415094	0.999056603773585
