"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"
0.000935453695042095	0.990645463049578	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.990645463049578	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.000935453695042095	0.990645463049579	0.000935453695042095	0.000935453695042095
