"metaData$Spec"	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"
20	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
22	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
25	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
26	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
27	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
28	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
29	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
30	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
31	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
32	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
33	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
34	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
35	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
36	0.00093984962406015	0.00093984962406015	0.956817373687653	0.00093984962406015	0.0394232278161065	0.00093984962406015
37	0.00093984962406015	0.00093984962406015	0.956817373687653	0.00093984962406015	0.0394232278161065	0.00093984962406015
38	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
39	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
40	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
41	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699
42	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
43	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
44	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
45	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
46	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
47	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
48	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
49	0.00093984962406015	0.00093984962406015	0.0955134344894042	0.00093984962406015	0.900727167014355	0.00093984962406015
50	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
51	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
52	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
53	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
54	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
55	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
56	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
57	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
58	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
59	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
60	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
61	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
62	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
63	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
64	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
65	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
66	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
67	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
68	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
70	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
71	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
72	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
73	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
74	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
75	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
76	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
77	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
78	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
79	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
80	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
81	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
82	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
83	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
84	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
85	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
86	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
87	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
88	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
89	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
90	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
91	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
92	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
93	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
94	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
95	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015
96	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015
97	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
98	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.995300751879699	0.00093984962406015
99	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
100	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
101	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
102	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
103	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
104	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
105	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
106	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
107	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
108	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
109	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
110	0.00093984962406015	0.995300751879699	0.00093984962406015	0.00093984962406015	0.00093984962406015	0.00093984962406015
