"V1"	"V2"	"V3"	"V4"	"V5"
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.0503159881491994	0.000940733772342427	0.946861810533773
0.000940733772342427	0.000940733772342427	0.0503159881491994	0.000940733772342427	0.946861810533773
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427
0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.0308825747197959	0.000940733772342427	0.966295223963177
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.000940733772342427	0.000940733772342427	0.99623706491063
0.000940733772342427	0.000940733772342427	0.000940733772342427	0.000940733772342427	0.99623706491063
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
0.000940733772342427	0.000940733772342427	0.99623706491063	0.000940733772342427	0.000940733772342427
