"V1"	"V2"	"V3"
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.000942507068803016	0.000942507068803016	0.998114985862394
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.998114985862394	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.998114985862394	0.000942507068803016	0.000942507068803016
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
0.000942507068803016	0.000942507068803016	0.998114985862394
